anvaya,anvayaInfo,canto,english,englishInfo,hindi,hindiInfo,pada,padaInfo,sloka,slokaNo
अन्वयक्रमः -,अन्यदा योषितः लज्जा इव पुंसः (अन्यदा) क्षमा भूषणं (भवति) । परिभवे (तु) (योषितः) सुरतेषु वैयात्यम् इव (पुंसः) पराक्रमः (भूषणं) (भवति) ।,canto2,English Translation- ,"At other times, forbearance is an ornament to men as bashfulness is to women; but when insulted, spirited action, is an ornament to men, as boldness is to women on occasions of coitus.",हिन्दीभावार्थ -,"रतिकाल से भिन्न समय में स्त्री की लज्जा के समान, अपमान न होने पर पुरुष को शान्ति (रखना) भूषण है । परन्तु रतिकाल में स्त्री की धृष्टता भूषण है ।",पदविभागः -,अन्यदा भूषणं पुंसः क्षमा लज्जा इव योषितः । पराक्रमः परिभवे वैयात्यं सुरतेषु इव ।,अन्यदा भूषणं पुंसः क्षमा लज्जेव योषितः । पराक्रमः परिभवे वैयात्यं सुरतेष्विव ।। ४४ ।।,44
अन्वयक्रमः -,"यः परावज्ञादुःखदग्धः अपि मा जीवन् जीवति, जननीक्लेशकारिणः तस्य अजननिः एव अस्तु ।",canto2,English Translation- ,"Better that person had not been living, who continues to live though burnt by insults from others. He has only caused throes of labour to his mother and may very well cease to exist.",हिन्दीभावार्थ -,"जो व्यक्ति शत्रु के अपमानजन्य दुःख से सन्तप्त होकर भी निन्दित जीवन बिताते हुए जीता है, गर्भ में दशमास रहने से तथा प्रसव के समय माता को कष्ट देने वाले उस व्यक्ति का जन्म ही न होता । अर्थात् इस प्रकार के मनुष्य का जन्म ही निष्फल है ।",पदविभागः -,"मा जीवन् यः परावज्ञादुःखदग्धः अपि जीवति, तस्य अजननिः एव अस्तु जननीक्लेशकारिणः ।",मा जीवन् यः परावज्ञादुःखदग्धोऽपि जीवति । तस्याजननिरेवाऽस्तु जननीक्लेशकारिणः ।। ४५ ।।,45
अन्वयक्रमः -,"यत् (रजः) पादाहतं (सत्) उत्थाय (आहन्तुः) मूर्धानम् अधिरोहति, तद् रजः अपमाने अपि स्वस्थात् देहिनः वरम् एव ।",canto2,English Translation- ,"Even the dust, that rises and settles on the head when trodden by feet, is better than the embodied beings who remain calm, even when insulted.",हिन्दीभावार्थ -,"जो धूलि पैर से प्रताडित होने पर, उढ़कर (मारने वाले के) मस्तक पर चढ़ जाती है, वह धूलि, तिरस्कार होने पर भी निश्चिन्त (उदासीन या शान्त) रहने वाले प्राणी (सचेतन पुरुष) से श्रेष्ठ है ।",पदविभागः -,"पादाहतं यत् उत्थाय मूर्धानम् अधिरोहति, स्वस्थाद् एव अपमाने अपि देहिनः तद् वरम् रजः ।",पादाहतं यदुत्थाय मूर्धानमधिरोहति । स्वस्थादेवापमानेऽपि देहिनस्तद्वरं रजः ।। ४६ ।।,46
अन्वयक्रमः -,जातिक्रियागुणैः कश्चित् अर्थम् असम्पादयतः पुंसः जन्म यदृच्छाशब्दवत् केवलं संज्ञायै (भवति) ।,canto2,English Translation- ,"The birth of that man, who does not achieve some end by means of his caste, actions and qualities, is only for receiving a proper name that does not signify any class, action or quality, that is, it serves the purpose of only naming a person.",हिन्दीभावार्थ -,"जाति (गोत्वादि), क्रिया (पाचकत्वादि) और गुण (शुक्लत्वादि) के द्वारा किसी व्यवहार रूप प्रयोजन को सम्पादन न करने वाले (डित्थ-डवित्थादि अर्थहीन) रूढ़ शब्द के समान, जाति (ब्राह्मणत्वादि), क्रिया (अध्ययनादि) तथा गुण (शौर्यादि) के द्वारा किसी (पुण्य, कीर्ति, पुरुषार्थादि) प्रयोजन की सिद्धि को न करने वाले पुरुष का जन्म केवल (देवदत्त, यज्ञदत्तादि) नाम मात्र के लिए है ।",पदविभागः -,"असम्पादयतः कश्चित् अर्थम् जातिक्रियागुणैः, यदृच्छाशब्दवत् पुंसः संज्ञायै जन्म केवलम् ।",असम्पादयतः कश्चिदर्थं जाति क्रियागुणैः । यदृच्छाशब्दवत् पुंसः संज्ञायै जन्म केवलम् ।। ४७ ।।,47
अन्वयक्रमः -,"अद्रौ तुङ्गत्वम् (अस्ति) इतरा न (अस्ति) सिन्धौ अगाधता (अस्ति), इदं न (अस्ति) मनस्विनि अलङ्घनीयताहेतुः तत् उभयम् (अस्ति) ।",canto2,English Translation- ,"Loftiness is found in a mountain but not depth. Depth is found in the ocean but not loftiness. But, in men of high spirit both these are found.",हिन्दीभावार्थ -,"(पुरुषार्थशून्य की निन्दा करने के बाद अब पुरुषार्थी होने की प्रशंसा करते हैं बलरामजी -) पर्वत में ऊँचाई है परन्तु अगाधता  नहीं है, तथा समुद्र में अगाधता है, परन्तु ऊँचाई नहीं है । परन्तु मनस्वी पुरुष में अलङ्घनीय होने के ये दोनों कारण (ऊँचाई तथा गाम्भीर्य) वर्तमान रहते हैं ।",पदविभागः -,तुङ्गत्वम् इतरा न अद्रौ न इदं सिन्धौ अगाधता अलङ्घनीयताहेतुः उभयम् तत् मनस्विनी ।,तुङ्गत्वमितरा नाद्रौ नेदं सिन्धावगाधता । अलङ्घनीयताहेतुरुभयं तन्मनस्विनि ।। ४८ ।।,48
अन्वयक्रमः -,"स्वर्भानुः अपराधे तुल्ये (अपि) भानुमन्तं यत् चिरेण ग्रसते, हिमांशुम् आशु (ग्रसते यत्) तत् म्रदिम्नः फलं स्फुटम् (भवति)।",canto2,English Translation- ,"That Rāhu swallows the Sun after a long time, but the moon quickly, which is clearly the consequence of mildness of the latter.",हिन्दीभावार्थ -,"समान अपराध होने पर भी राहु सूर्य को विलम्ब से तथा चन्द्रमा को जो शीघ्र ग्रसता है, वह कोमलता (शान्त रहने) का स्पष्ट फल है ।",पदविभागः -,"तुल्ये अपराधे स्वर्भानुः भानुमन्तं चिरेण यत्, हिमांशुम् आशु ग्रसते तत् म्रदिम्नः स्फुटं फलम् ।",तुल्येऽपराधे स्वर्भानुर्भानुमन्तं चिरेण यत् । हिमांशुमाशु ग्रसते तन्म्रदिम्नः स्फुटं फलम् ।। ४९ ।।,49
अन्वयक्रमः -,असाराणां निदर्शनं बहुतृणं लघुः नरः अल्पे अपि परवायौ उपेयुषि स्वयं प्रणमते ।,canto2,English Translation- ,"As light grass bends before the wind, a mean person bends, of himself, even before an insignificant enemy. He is thus, a type of those that are utterly worthless.",हिन्दीभावार्थ -,सारहीनों का दृष्टान्त रूप तिनके के सदृश तुच्छ मनुष्य थोड़े से भी शत्रु रूप वायु के प्राप्त होने पर स्वयं झुक जाता है ।,पदविभागः -,"स्वयं प्रणमते अल्पे अपि परवायौ उपेयुषि, निदर्शनम् असाराणां लघुः बहुतृणं नरः ।",स्वयं प्रणमतेऽल्पेऽपि परवायावुपेयुषि । निदर्शनमसाराणां लघुर्बहुतृणं नरः ।। ५० ।।,50
अन्वयक्रमः -,दवीयान् अपि तेजस्वी तेजस्विमध्ये गण्यते । पञ्चतपसः जातवेदसां पञ्चमः तपनः (भवति) ।,canto2,English Translation- ,"A man of fiery spirit, though far away, is counted among the spirited. So, to the one performing penance with fires, the Sun, though far away is the fifth fire.",हिन्दीभावार्थ -,अत्यन्त दूर स्थित भी प्रतापी पुरुष तेजस्वियों में गिना जाता है (जैसे कि -) पञ्चतप वाले तपस्वी की पञ्चाग्नियों में सूर्य पाँचवाँ अग्नि होता है ।,पदविभागः -,तेजस्विमध्ये तेजस्वी दवीयान् अपि गण्यते । पञ्चमः पञ्चतपसः तपनः जातवेदसाम् ।,तेजस्विमध्ये तेजस्वी दवीयानपि गण्यते । पञ्चमः पञ्चतपसस्तपनो जातवेदसाम् ।। ५१।।,51
अन्वयक्रमः -,उच्चैः विद्विषां मूर्धसु हेलया पादम् अकृत्वा अनालम्बा कीर्तिः कथङ्कारं द्याम् अधिरोहति ।,canto2,English Translation- ,"How can fame, without any foot-hold, ascend to heaven without having planted, with ease, her foot on the high heads of enemies?",हिन्दीभावार्थ -,"शत्रुओं के ऊँचे मस्तकों पर अनादरपूर्वक पैर रखे बिना, आश्रयरहित कीर्ति किस प्रकार स्वर्ग में चढ़ सकेगी ।",पदविभागः -,अकृत्वा हेलया पादम् उच्चैः मूर्धसु विद्विषां कथङ्कारं अनालम्बा कीर्तिः द्याम् अधिरोहति ।,अकृत्वा हेलया पादमुच्चैर्मूर्धसु विद्विषाम् । कथङ्कारमनालम्बा कीर्तिर्द्यामधिरोहति ।। ५२ ।।,52
अन्वयक्रमः -,अङ्काधिरोपितमृगः चन्द्रमा मृगलाञ्छनः (इति ख्यातः) निष्ठुराक्षिप्तमृगयूथः केसरी (तु) मृगाधिपः (इति ख्यातः)।,canto2,English Translation- ,"The moon, who holds a deer in his lap, is named as 'deer-stained'; while the lion who ruthlessly kills herds of deer is glorified as 'the king of deer' or 'king of beasts'.",हिन्दीभावार्थ -,"(दया से) चन्द्रमा को गोद में रखने वाला चन्द्रमा 'मृगलाञ्छनः', अर्थात् चन्द्र के कलङ्क वाला कहा जाता है, और निष्ठुरतापूर्वक मृगों के समूह को मारने वाला सिंह 'मृगराज' अर्थात् मृगों का राजा (कहा जाता है) ।",पदविभागः -,अङ्काधिरोपितमृगः चन्द्रमा मृगलाञ्छनः । केसरी निष्ठुराक्षिप्तमृगयूथः मृगाधिपः।,अङ्काधिरोपितमृगश्चन्द्रमा मृगलाञ्छनः । केसरी निष्ठुराक्षिप्तमृगयूथो मृगाधिपः ।। ५३ ।।,53
अन्वयक्रमः -,चतुर्थोपायसाध्ये तु रिपौ सान्त्वम् अपक्रिया (भवति) । स्वेद्यम् आमज्वरं (प्राप्य) कः प्राज्ञः अम्भसा परिषिञ्चति ।,canto2,English Translation- ,"Towards an enemy who ought to be reduced by the fourth expedient, adoption of pacific policy is injurious to one's interests. Which wise would give a cold-water bath to a person suffering from an acute fever that requires sweating?",हिन्दीभावार्थ -,दण्ड के द्वारा वश में करने योग्य शत्रु के साथ शान्ति का व्यवहार करना अपकार स्वरूप होता है । क्योंकि पसीना लाने योग्य कच्चे (नये) ज्वर को कौन विद्वान् (चतुर चिकित्सकादि) जल से स्नान कराता है (जल से भिगोकर शान्त करता है) अर्थात् कोई नहीं ।,पदविभागः -,चतुर्थोपायसाध्ये तु रिपौ सान्त्वम् अपक्रिया । स्वेद्यम् आमज्वरं प्राज्ञः कः अम्भसा परिषिञ्चति ।,चतुर्थोपायसाध्ये तु रिपौ सान्त्वमपक्रिया । स्वेद्यमामज्वरं प्राज्ञः कोऽम्भसा परिषिञ्चति ।। ५४।।,54
अन्वयक्रमः -,सकोपस्य तस्य सामवादाः सहसा प्रतप्तस्य सर्पिषः तोयबिन्दव इव प्रत्युत दीपकाः (भवन्ति) ।,canto2,English Translation- ,"Negotiations for peace would, on the contrary, inflame him, bitterly hostile as he is already, just as drops of water make the ghee, that is exceedingly heated, blaze up in flames.",हिन्दीभावार्थ -,क्रोधयुक्त उस शिशुपाल के प्रति शान्ति के वचन उसी प्रकार उत्तेजक होंगे जैसे कि सन्तप्त घृत पर पड़ी हुई जल की बूँदें उस घृत का उद्दीप्त करने वाली होती हैं ।,पदविभागः -,सामवादाः सकोपस्य तस्य प्रत्युत दीपकाः प्रतप्तस्य सहसा सर्पिषः तोयबिन्दवः ।,सामवादाः सकोपस्य तस्य प्रत्युत दीपकाः । प्रतप्तस्येव सहसा सर्पिषस्तोयबिन्दवः ।।५५।।,55
अन्वयक्रमः -,"गुणानाम् आयथातथ्यात् अर्थं ये विप्लावयन्ति, अमात्यव्यञ्जनाः शत्रुसंज्ञिताः ते राज्ञां दूष्याः ।",canto2,English Translation- ,"They, who in the garb of ministers, imperil the kings' cause by employing the wrong means, are to be condemned as enemies by them.",हिन्दीभावार्थ -,"सन्धिविग्रहादि गुणों के यथायोग्य प्रयोग न करने से जो लोग राज-कार्य को बिगाड़ देते हैं, कपटमन्त्री का वेष धारण करने वाले  शत्रुरूप वे लोग राजाओं के (द्वारा) दोष लगाकर परित्याग करने योग्य हैं । अथवा कपट से मन्त्री बने हुए तथा दोनों तरफ से वेतन लेने वाले वे लोग दोष लगाकर (राजकार्य से) अलग करने योग्य हैं ।",पदविभागः -,गुणानाम् आयथातथ्यात् अर्थं विप्लावयन्ति ये । अमात्यव्यञ्जनाः राज्ञां दूष्याः ते शत्रुसंज्ञिताः ।,गुणानामायथातथ्यादर्थं विप्लावयन्ति ये । अमात्यव्यञ्जना राज्ञां दूष्यास्ते शत्रुसंज्ञिताः ।। ५६।।,56
अन्वयक्रमः -,"केचित् स्वशक्त्युपचये यानम् आहुः, अपरे परस्य व्यसने (यानम् आहुः) तद् द्वयम् आसीनं त्वाम् उत्थापयति ।",canto2,English Translation- ,"Some advise expedition, when one has grown in power, while others, when the enemy is in sore straits. Both these circumstances, rouse you to action, unconcerned as you are.",हिन्दीभावार्थ -,"कोई राजनीतिज्ञ अपनी सामर्थ्य (कोशदण्डरूपशक्ति) के बढ़ने पर (शत्रु पर) चढ़ाई करने को (उचित) कहते हैं, तथा दूसरे राजनीतिज्ञ शत्रु के आपत्ति काल में (शत्रु पर) चढ़ाई करना उचित बताता है । ये दोनों ही बातें अर्थात्-अपनी शक्ति की वृद्धि तथा शत्रु की विपत्ति, उदासीन (निरुद्योग) बैठे हुए आपको युद्ध के लिए प्रेरित कर रही हैं । अतः शिशुपाल पर चढ़ाई करने का यही उपयुक्त अवसर है ।",पदविभागः -,स्वशक्त्युपचये केचित् परस्य व्यसने अपरे । यानम् आहुः तद् आसीनं त्वाम् उत्थापयति द्वयम् ।,स्वशक्त्युपचये केचित्परस्य व्यसनेऽपरे । यानमाहुस्तदासीनं त्वामुत्थापयति द्वयम् ।। ५७।।,57
अन्वयक्रमः -,लोकान् लिलङ्घयिषतः अलङ्घ्यान् अलघीयसः यादवाम्भोनिधीन् भवतः क्षमा वेला इव रुन्धे ।,canto2,English Translation- ,"Your forbearance hold back the invincible hosts of Yādavas, who are eager to conquer the worlds, just as the shore keeps back the mighty, formidable sea, which is eager to overflow the worlds.",हिन्दीभावार्थ -,"संसार को लाँघने की इच्छावाले, (तथा स्वयं दूसरों से) न लांघे जाने वाले, अत्यन्त महान् यादव रूपी समुद्रों को आपकी सहनशीलता तट के समान रोक रही हैं ।",पदविभागः -,लिलङ्घयिषतः लोकान् अलङ्घ्यान् अलघीयसः यादवाम्भोनिधीन् रुन्धे वेला इव भवतः क्षमा ।,लिलङ्घयिषतो लोकानलङ्घ्यानलघीयसः । यादवाम्भोनिधीन् रुन्धे वेलेव भवतः क्षमा ।।५८।।,58
अन्वयक्रमः -,सेनायाः विजयः साक्षिमात्रे फलभाजि त्वयि समीक्ष्योक्ते आत्मनि बुद्धेः भोगः इव अपदिश्यताम् ।,canto2,English Translation- ,"Let victory come to you, yourself remaining a mere looker-on and enjoying the fruits of the victory, just as, according to the Sāṅkhyā view, all experience that belongs to the Buddhi  is to be assigned to the soul, which is merely a witness and enjoyer of fruits of actions.",हिन्दीभावार्थ -,"सेना की विजय साक्षिमात्र तथा फल भोक्ता आप में उसी प्रकार प्रयुक्त हो जिस प्रकार साङख्यशास्त्र में कहे हुए साक्षिमात्र, फल – भोक्ता आत्मा में बुद्धि का भोग प्रयुक्त होता है ।",पदविभागः -,विजयः त्वयि सेनायाः साक्षिमात्रे अपदिश्यताम् । फलभाजि समीक्ष्योक्ते बुद्धेः भोगः इव आत्मनि ।,विजयस्त्वयि सेनायाः साक्षिमात्रेऽपदिश्यताम् । फलभाजि समीक्ष्योक्ते बुद्धेर्भोग इवात्मनि ।। ५९।।,59
अन्वयक्रमः -,हिडिम्बरिपुणा द्वैमातुरे राज्ञि युधि हते (सति) चिरस्य मित्रव्यसनी दमघोषजः सुदमः (भवति) ।,canto2,English Translation- ,"King Jarāsandha, having been killed in a combat by Bhīma, Śiśupāla can now be easily subdued, bereft of a friend as he is after a long time.",हिन्दीभावार्थ -,हिडिम्ब के शत्रु भीम के द्वारा युद्ध में जरासन्ध के मारे जाने पर चिर काल से मित्र की मृत्यु से दुःखी उस दमघोष के पुत्र शिशुपाल को जीतना सरल है ।,पदविभागः -,हते हिडिम्बरिपुणा राज्ञि द्वैमातुरे युधि । चिरस्य मित्रव्यसनी सुदमः दमघोषजः ।,हते हिडिम्बरिपुणा राज्ञि द्वैमातुरे युधि । चिरस्य मित्रव्यसनी सुदमो दमघोषजः ।।६०।।,60
अन्वयक्रमः -,परः आपदि  गम्यः (इति) नीतिः यत् तत् मानिनः ह्रिये (भवति) । पूर्णः सः तस्य विधुः विधुन्तुदस्य इव उत्सवाय (भवति) ।,canto2,English Translation- ,"The policy that an enemy should be attacked, when in distress, is regarded as ignominious by a proud king. To him, an enemy that is in his plenitude of power is a source of joy, as is the moon, when full, to Rāhu.",हिन्दीभावार्थ -,"जब शत्रु आपत्ति में (फँसा) हो, उस समय उस पर चढ़ाई करनी चाहिए, यह जो नीति है वह मानी पुरुष के लिए लज्जाजनक है । जिस प्रकार राहु पूर्ण चन्द्रमा को ही ग्रसता है, उसी प्रकार समृद्धि से पूर्ण शत्रु पर आक्रमण करना मानी पुरुष के आनन्द के लिए होता है ।",पदविभागः -,नीतिः आपदि यत् गम्यः परः तत् मानिनः ह्रिये । विधुः विधुन्तुदस्य इव पूर्णः तस्य उत्सवाय सः ।,नीतिरापदि यद् गम्यः परस्तन्मानिनो ह्रिये । विधुर्विधुन्तुदस्येव पूर्णस्तस्योत्सवाय सः ।। ६१ ।।,61
अन्वयक्रमः -,"उच्छृङ्खलं सत्वम् अन्यत्, शास्त्रनियन्त्रितं (सत्वम्) अन्यत् (अस्ति)। हि तेजस्तिमिरयोः सामानाधिकरण्यं कुतः (अस्ति) ।",canto2,English Translation- ,Energy that knows no restraint is one thing and energy to which limits have been set is another. How can there be co-existence of light and darkness in one and the same place ?,हिन्दीभावार्थ -,अनियन्त्रित (अमर्यादित) बल कुछ और प्रकार का होता हैं तथा शास्त्रों से नियन्त्रित (मर्यादित) बल कुछ और ही प्रकार का । (अर्थात् दोनों में समानता नहीं हो सकती है । क्योंकि प्रकाश तथा अन्धकार की एक स्थान पर स्थिति कहाँ से हो सकती है? अर्थात् कभी नहीं हो सकती है ।,पदविभागः -,अन्यत् उच्छृङ्खलं सत्वं अन्यत् शास्त्रनियन्त्रितं । सामानाधिकरण्यं हि तेजस्तिमिरयोः कुतः ।,अन्यदुच्छृङ्खलं सत्वमन्यच्छास्त्रनियन्त्रितम् । सामानाधिकरण्यं हि तेजस्तिमिरयोः कुतः ।।६२।।,62
अन्वयक्रमः -,इन्द्रप्रस्थगमः तावत् मा कारि । चेदयः आस्माकदन्तिसान्निध्यात् वामिनीभूतभूरुहः सन्तु ।,canto2,English Translation- ,Let us not travel to Indraprastha. Let the land of Cedīs have its trees dwarfed in the presence of our elephants.,हिन्दीभावार्थ -,"(अब हमें क्या करना चाहिए यह कहते हैं -) इस समय आप हस्तिनापुर को मत जाइए, किन्तु चेदिदेश हम लोगों के हाथियों के सान्निध्य से छोटे पेड़ों वाले हो जायें । अर्थात् हमें इस समय शिशुपाल पर चढ़ाई करनी चाहिए ।",पदविभागः -,इन्द्रप्रस्थगमः तावत् कारि मा सन्तु चेदयः । आस्माकदन्तिसान्निध्यात् वामिनीभूतभूरुहः ।,इन्द्रप्रस्थगमस्तावत्कारि मा सन्तु चेदयः । आस्माकदन्तिसान्निध्याद्वामिनीभूतभूरुहः ।। ६३।।,63
अन्वयक्रमः -,दाशार्हाः निरुद्धवीवधासारप्रसाराः व्रजं गाः इव माहिष्मतीं पुरीं द्विषः उपरुन्धन्तु ।,canto2,English Translation- ,"Let Yādavas  hem in the foes in the city of Māhiṣmatī, cutting of supplies and re-inforcements, just as cattle are shut up in a cow-pen, with the ingress and egress of the yokes of milk-pails completely stopped.",हिन्दीभावार्थ -,"भोज्य पदार्थ अन्नादि, मित्रों की सहायक सेना तथा घास, भूसा-इंधन आदि को रोकने वाले यादव लोग माहिष्मती नाम की शत्रु की नगरी में शत्रुओं को उसी प्रकार घेर लें जिस प्रकार बहँगियों से दूध ढ़ोने वालों के आने-जाने को रोकने वाले ग्वाले (गोपाल) गौशाला में गौ को घेर लेते हैं ।",पदविभागः -,निरुद्धवीवधासारप्रसाराः गाः इव व्रजम् उपरुन्धन्तु दाशार्हाः पुरीं द्विषः ।,निरुद्धवीवधासारप्रसारा गा इव व्रजम् । उपरुन्धन्तु दाशार्हा पुरीं माहिष्मतीं द्विषः ।। ६४।।,64
अन्वयक्रमः -,"पाण्डवः यजताम्, इन्द्रः स्वर्गम् अवतु, इनः तपतु, वयं द्विषतः हनाम, सर्वः स्वार्थं समीहते ।",canto2,English Translation- ,"Let Yudhiṣtira perform the sacrifice, let Indra protect the heaven, let the Sun shine and similarly let us slay our enemies. For, everyone is interested in attaining self affair.",हिन्दीभावार्थ -,"युधिष्ठिर यज्ञ करें, इन्द्र स्वर्ग की रक्षा करें, सूर्य तपता रहे, हम भी शत्रुओं को मारें, क्योंकि सभी स्वार्थसिद्धि चाहते हैं ।",पदविभागः -,यजतां पाण्डवः स्वर्गम् अवतु इन्द्रः तपतु इनः वयं हनाम द्विषतः सर्वः स्वार्थं समीहते ।,यजतां पाण्डवः स्वर्गमवत्विन्द्रस्तपत्विनः । वयं हनाम द्विषतः सर्वः स्वार्थं समीहते ।। ६५ ।।,65
अन्वयक्रमः -,"द्विषच्छिरश्छेदप्रोच्छलच्छोणितोक्षितैः, शस्त्रैः, अर्करोचिषां सम्पर्कात्, विद्युतां सम्पत् प्राप्यताम् ।",canto2,English Translation- ,"Let our weapons, bathed in the blood gushing out at the severence of enemies' heads, attain the glory of lightnings, by contact with the rays of the Sun.",हिन्दीभावार्थ -,(युद्ध में) शत्रुओं के शिरों के काटने से निकलते हुए रक्त से भीगे हुए (हम लोगों के) हथियार सूर्य की किरणों के संयोग से बिजली की शोभा प्राप्त करें ।,पदविभागः -,प्राप्यतां विद्युतां सम्पत् सम्पर्कात् अर्करोचिषाम् । शस्त्रैः द्विषच्छिरश्छेदप्रोच्छलच्छोणितोक्षितैः ।,प्राप्यतां विद्युतां सम्पत्सम्पर्कादर्करोचिषाम् । शस्त्रैर्द्विषच्छिरश्छेदप्रोच्छलच्छोणितोक्षितैः ।।६६।।,66
अन्वयक्रमः -,इति संरम्भिणः बलस्य वाणीः आलेख्यदेवताः सभाभित्तिप्रतिध्वानैः भयात् अन्ववदन् इव ।,canto2,English Translation- ,"The deities in the paintings on the walls, as it were, re-iterated through fear these words of the excited Balarāma, by means of echoes from the walls of the council-hall.",हिन्दीभावार्थ -,इस प्रकार क्रोधी बलराम के वचनों का (दीवारों में चित्रित) देवताओं ने सभाभवन की दीवारों की प्रतिध्वनियों (के बहाने) से मानो अनुमोदन-सा किया ।,पदविभागः -,इति संरम्भिणः वाणीः बलस्य आलेख्यदेवताः सभाभित्तिप्रतिध्वानैः भयात् अन्ववदन् इव ।,इति संरम्भिणो वाणीर्बलस्यालेख्यादेवताः । सभाभित्तिप्रतिध्वानैर्भयादन्ववदन्निव ।।६७।।,67
अन्वयक्रमः -,अधोक्षजः ताः शेषगवीः निशम्य बृहतां पत्युः शिष्याय अभिधातुं दृशा प्रस्तावम् आदिशत् ।,canto2,English Translation- ,"Having heard these words of Śeṣa i.e., Balarāma, Kṛṣṇa called upon, by a sign of the eye, the son of Bṛhaspati to commence his speech.",हिन्दीभावार्थ -,शेष (के अवतार उन बलरामजी) के उन वचनों को सुनकर श्रीकृष्णजी ने बृहस्पति के शिष्य उद्धवजी को बोलने के लिए नेत्र के संकेत से अवसर प्रदान किया ।,पदविभागः -,निशम्य ताः शेषगवीः अभिधातुं अधोक्षजः शिष्याय बृहतां प्रस्तावम् आदिशत् दृशा ।,निशम्य ताः शेषगवीरभिधातुमधोक्षजः । शिष्याय बृहतां पत्युः प्रस्तावमादिशद् दृशा ।। ६८।।,68
अन्वयक्रमः -,अथ उद्धवः आहितभरां तथ्यां भारतीम् अनुद्धतं गदाग्रजम् अग्रे उतथ्यानुजवत् जगाद ।,canto2,English Translation- ,"Thereupon, Uddhava, addressing himself to Śrīkṛṣṇa, delivered a speech, true and wrighty, in a manner free from presumption and quite becoming a disciple of Utathya.",हिन्दीभावार्थ -,"श्रीकृष्ण भगवान् के भ्रूविक्षेप द्वारा बोलने का सङ्केत करने पर उद्धवजी अर्थगौरव से परिपूर्ण तथा सत्य अर्थात् नीतिशास्त्र के अनुकूल वचन, भगवान् श्रीकृष्ण के सामने बृहस्पति के समान बोले ।",पदविभागः -,भारतीम् आहितभराम् अथ अनुद्धतम् उद्धवः तथ्याम् उतथ्यानुजवत् जगाद अग्रे गदाग्रजम् ।,भारतीमाहितभरामथानुद्धतमुद्धवः । तथ्यामुतथ्यानुजवज्जगादाग्रे गदाग्रजम् ।। ६९ ।।,69
अन्वयक्रमः -,सम्प्रति मुसलपाणिना उक्ते (सति) वक्तुम् असाम्प्रतं (भवति) । लेखेन अर्थे निर्धारिते वाचिकं खलु उक्त्वा खलु ।,canto2,English Translation- ,"It is now needless to speak, after what has been said by Balarāma. When a matter has determined by a letter, do not indeed, add a verbal message.",हिन्दीभावार्थ -,"बलरामजी के (युद्धयात्रा के विषय में) बोलने पर, इस समय (मेरा) बोलना अनुचित है क्योंकि विषय के लेख द्वारा निर्णीत हो जाने पर मौखिक वचन कहना व्यर्थ है ।",पदविभागः -,सम्प्रति असाम्प्रतं वक्तुम् उक्ते मुसलपाणिना निर्धारिते अर्थे लेखेन खलु उक्त्वा वाचिकम् ।,सम्प्रत्यसाम्प्रतं वक्तुमुक्ते मुसलपाणिना । निर्धारितेऽर्थे लेखेन खलूक्त्वा खलु वाचिकम् ।।७०।।,70
अन्वयक्रमः -,तथा अपि ते मयि अपि गुरुः इति यत् गौरवम् अस्ति तत् जल्पतः मम प्रयोजककर्तृत्वम् उपैति ।,canto2,English Translation- ,Still it is the regard you have for me as an elder that urges me to speak.,हिन्दीभावार्थ -,"तो भी (बलरामजी के द्वारा युद्ध का निर्णय कर देने पर, अन्य कुछ कहना व्यर्थ होने पर भी) मेरे विषय में ये मेरे गुरु (पूज्य या चाचा) हैं यह जो आदर भाव है, वही (आदरभाव) बोलते हुए मुझको प्रेरित कर रहा है ।",पदविभागः -,तथा अपि ते मयि अपि गुरुः इति यत् गौरवम् अस्ति तत् जल्पतः मम प्रयोजककर्तृत्वम् उपैति ।,तथापि यन्मय्यपि गुरुरित्यस्ति गौरवम् । तत्प्रयोजककर्तृत्वमुपैति मम जल्पतः ।। ७१।।,71
अन्वयक्रमः -,कतिपयैः एव वर्णैः (कतिपयैः एव) स्वरैः इव ग्रथितस्य वाङ्मयस्य गेयस्य इव विचित्रता अनन्ता (भवति) अहो ।,canto2,English Translation- ,"Infinite is the variety of language, made up as it is of but a few letters, like that of vocal music, composed as it is of but a few notes.",हिन्दीभावार्थ -,"कुछ ही (अर्थात् परिमित सात) स्वरों से गुम्फित, गाने के समान परिमित (पचास या तिरसठ) अक्षरों से गुम्फित वाणी की विचित्रता अनन्त होती है । यह कैसा आश्चर्य है ?",पदविभागः -,वर्णैः कतिपयैः एव ग्रथितस्य स्वरैः इव । अनन्ता वाङ्मयस्य अहो गेयस्य इव विचित्रता ।,वर्णैः कतिपयैरेव ग्रथितस्य स्वरैरिव । अनन्ता वाङ्मयस्याहो गेयस्येव विचित्रता ।। ७२।।,72
