Structural Index,Devanagari Text
8.1.,बिभेद च पुनः सालान् सप्त एकेन महेषुणा गिरिम् रसातलं चैव जनयन् प्रत्ययं तदा,,भेद दिया और पुनः साल वृक्षा को सात एक बाण से गिरिम् रसातलं चैव जगाते हुए प्रत्ययं तब,,"pierced and again,Further palmyra trees seven single mighty shaft a hillock the sixth subterranean plane as well as in order to inspire confidence then"
9.1.,ततः प्रीत-मनाः तेन विश्वस्तः सः महा-कपिः किष्किन्धाम् राम-सहितः जगाम च गुहाम् तदा,,तब प्रसन्नचित्त उससे विश्वस्त वह वानर सुग्रीव किष्किन्धा राम के साथ गया और गुफा तब,,then pleased (distracted) by that contended he(Sugriva) the great monkey to kishkindha with Rama marched and cave then
10.1.,ततः अगर्जत् हरि-वरः सुग्रीवः हेम-पिङ्गलः तेन नादेन महता निर्जगाम हरीश्वरः,,तब गरजा वानर श्रेष्ठ सुग्रीव हेम-पिङ्गलः उससे ध्वनि से उँची निकला वानर राज (वाली),,then roared the monkey chief Sugriva tawny as gold (distracted) by that the king of the great roar Sallied forth king of the monkeys (Vali)
11.1.,अनु-मान्य तदा तारां सुग्रीवेण समागतः नि-जघान च तत्र एनं शरेण एकेन राघवः,,अनु-मान्य तब तारां सुग्रीव से आया मार दिया और युद्ध में इसे (बाली को) बाण से एक राम ने,,having reassured then Tara (Vali's wife) convinced with sugriva came killed and in the course of that encounter him(Vali) arrow single the scion of Raghu
12.1.,ततः सुग्रीव-वचनात् हत्वा वालिनम् आहवे सुग्रीवम् एव तद्-राज्ये राघवः प्रत्यपादयत् 1.Aश्लोक,,तब सुग्रीव-वचनात् मारकर वाली को युद्ध में सुग्रीव को ही उस राज्य में राम ने बैठाया 1.Fश्लोक,,then due to Sugriva's plea having killed to Vali in an encounter Sugriva himself alone in Vali's throne the scion of Raghu installed 1.Gश्लोक
2.1.,सः च सर्वान् समानीय वानरान् वानरर्षभः दिशः प्र-स्थापयामास दिदृक्षुः जनकात्मजाम्,,वह हनुमान् और सभी बुलाकर (इकट्ठा करके) बन्दरा को वानरों में श्रेष्ठ चारा दिशाओं में भेजा देखने का इच्छुक जनक की पुत्री सीता को,,he (Hanuman) and all bringing together the monkeys Great among the monkeys in all directions sent Desirous to see to the daughter of Janaka(Sita)
3.1.,ततः गृधस्य वचनात् सम्पातेः हनुमान् बली शत-योजन-विस्तीर्णं पुप्लुवे लवणार्णवम्,,उसके बाद गिद्ध पक्षी के कथन से सम्पाति नाम के हनुमान् बलवान् सौ योजन विस्तृत (चार सौ कोस) पार किया खारा सागर को,,thereafter vulture according to the counsel Sampati by name Hanuman mighty 800 miles broad leapt across brackish sea
4.1.,तत्र लङ्काम् समासाद्य पुरीम् रावण-पालिताम् ददर्श सीताम् ध्यायन्तीम् अशोक-वनिकाम् गताम्,,वहाँ (लङ्का में) लङ्काम् पहुँच कर नगरी को रावण द्वारा पालित  देखा सीता को स्मरण करती हुई अशोक वाटिका में स्थित,,there(in Lanka) Lanka having reached the city ruled over by Ravana saw Sita contemplating(Rama) in the Ashoka grove confined
5.1.,नि-वेदयित्वा अभि-ज्ञानम् प्रवृत्तिम् वि-नि-वेद्य च समाश्वास्य च वैदेहीम् मर्दयामास तोरणम्,,समर्पित कर परिचायक वस्तु घटनाओं को बतलाकर और आश्वस्त कर और सीता को ध्वस्त कर दिया अशोक वाटिका के प्रवेश द्वार को,,having presented the souvenir incidents having described and having consoled and Sita demolished outer gate of Ashoka garden
6.1.,पञ्च सेनाग्रगान् हत्वा सप्त मन्त्रि-सुतान् अपि शूरम् अक्षं च निष्पिष्य ग्रहणं समुपागमत्,,पाँच सेनापतियों को मारकर सात मंत्रियों के पुत्रा को भी शौर्यगुणयुक्त अक्ष को और चूर्ण करके ब्रह्मास्त्र बन्धन म पहुँच गया,,five army commanders having killed seven sons of ministers also gallant Aksa and having crushed to be bound allowed himself
7.1.,अस्त्रेण उन्मुक्तम् आत्मानम् ज्ञात्वा पैतामहात् वरात् मषर्यन् राक्षसान् वीरः यन्त्रिणः तान् यदृच्छया,,ब्रह्मास्त्र से मुक्त अपने आप को जानकर ब्रह्मा से प्राप्त वरदान के कारण सहन करते हुए राक्षसों को वीर बांधकर ले जानेवाले उनको अपनी इच्छा से,,by Brahmastra released himself having known received from Pitamaha Brahma in consequence of boon by the missiles bearing with demons the hero (Hanuman) who can bind him in bondage those deliberately
8.1.,ततः दग्ध्वा पुरीं लङ्काम् ऋते सीतां च मैथिलीम् रामाय प्रियम् आख्यातुम् पुनः आयात् महा-कपिः,,उसके बाद जलाकर पुरीं लङ्काम् छोड.कर सीतां और मिथिला नरेश की पुत्री राम को प्रिय कहने के लिए फिर आया वानर श्रेष्ठ (हनुमान्),,thereafter having set on fire the city to the Lanka by name leaving सीतां and to the princess of Mithila to Rama delightful to say again returned back the great monkey (Hanuman)
9.1.,सः अभि-गम्य महात्मानम् कृत्वा रामं प्र-दक्षिणम् न्यवेदयत् अमेयात्मा दृष्टा सीता इति तत्त्वतः,,वह हनुमान् पास जाकर महान् करके रामं प्र-दक्षिणम् निवेदन किया अपरिमेय बुद्धि सम्पन्न देखी गई सीता इस प्रकार वस्तुतः,,he (Hanuman) having approached high souled having done to Rama moving around clockwise submitted having unmeasurable intelligence had been seen Sita that in reality
10.1.,ततः सुग्रीव-सहितः गत्वा तीरं महोदधेः समुद्रं क्षोभयामास शरैः आदित्य-सन्निभैः,,उसके बाद सुग्रीव के साथ जाकर तट को समुद्र के समुद्र को आकुल किया बाणों से आदित्य-सन्निभैः,,thereafter accompanied by Sugriva having moved to the shore of the great ocean to the sea shook to its lowest depth with arrows like the glorious sun
11.1.,दर्शयामास च आत्मानम् समुद्रः सरितां पतिः समुद्र-वचनात् च एव नलं सेतुम् अकारयत् 1.Aश्लोक,,दिखाया और अपने आप को समुद्र नदिया के पति समुद्र-कथन से और ही नल से पुल बनवाया 1.Fश्लोक,,revealed and himself ocean of the rivers the lord at the intercession of the sea and only by Nala a bridge caused to build 1.Gश्लोक
2.1.,तेन गत्वा पुरीम् लङ्काम् हत्वा रावणम् आहवे रामः सीताम् अनु-प्राप्य पराम् व्रीडाम् उपागमत्,,उस पुल से जाकर पुरी को लङ्का को मारकर रावण को युद्ध में राम सीता को प्राप्त कर अत्यधिक लज्जा को अनुभव किया,,with that having reached to the city Lanka having killed to Ravana in combat shri Rama to Sita having got back great sense of shame experienced(felt)
3.1.,ताम् उवाच ततः रामः परुषम् जन-संसदि अमृष्यमाणा सा सीता विवेश ज्वलनम् सती,,उस (सीता) को बोले तब राम कठोर लोगों के समुदाय में न सहन करती हुई वह (सीता) सीता प्रवेश कर गयी अग्नि (में) सती,,to her(Sita) spoke then shri Rama harsh (words) in the assembly resenting she Sita entered in fire chaste
4.1.,ततः अग्नि-वचनात् सीताम् ज्ञात्वा विगत-कल्मषाम् कर्मणा तेन महता त्रैलोक्यम् स-चराचरम्,,तब अग्निदेव के वचन से सीता को जानकर दोषरहित कार्य से पूर्वोक्त श्रेष्ठ तीनों लोक जड एवं चेतन,,then from the words of fire god Sita having known sinless feat(achievment) with that remarkable all the three worlds comprising animate and inanimate creature
5.1.,स-देवर्षि-गणं तुष्टं राघवस्य महात्मनः बभौ रामः सम्-प्रहृष्टः पूजितः सर्व-दैवतैः,,देवर्षिगणों से प्रसन्न हुए राम के महापुरुष हुए राम प्रसन्न हुए पूजित सभी देवताओं से,, pleased of shri Rama of the high souled was shri Rama extremely delighted honoured by all the gods
6.1.,अभि-षिच्य च लङ्कायाम् राक्षसेन्द्रम् वि-भीषणम् कृत-कृत्यः तदा रामः वि-ज्वरः प्र-मुमोद ह 85,,अभिषिक्त कर और लङ्का में राक्षसराज वि-भीषणम् कृत-कृत्यः उसी दिन राम वि-ज्वरः प्र-मुमोद ह 85,,having installed and on the throne of Lanka the chief of ogres Vibhishana felt accomplished of purpose then shri Rama rid of anxiety greatly rejoiced ह 85
7.1.,देवताभ्यः वरम् प्राप्य समुत्थाप्य च वानरान् अयोध्याम् प्र-स्थितः रामः पुष्पकेण सुहृद्-वृतः,,देवताौओं से वरदान प्राप्त कर सचेत करके और वानरान् अयोध्या (की ओर) प्र-स्थितः राम पुष्पक विमान से सुहृद्-वृतः,,from the gods a boon having received having aroused and to the monkeys to Ayodhaya flew shri Rama by pushpaka accompanied by his relations and friends
8.1.,भरद्वाजाश्रमम् गत्वा आ-रामः सत्य-पराक्रमः भरतस्य अन्तिके रामः हनूमन्तम् व्यसर्जयत्,,भरद्वाज के आश्रम जाकर आ-राम सत्य-पराक्रमः भरत के समीप राम हनुमान् को भेजा,,"the hermitage of the sage having reached one who gives pleasure to all having unfailing prowess of Bharata to the presence shri Rama to Hanuman despatched,sent"
9.1.,पुनः आख्यायिकाम् जल्पन् सुग्रीव-सहितः तदा पुष्पकम् तत् समारुह्य नन्दि-ग्रामम् ययौ तदा,,फिर वृत्तान्त कहते हुए सुग्रीव-सहितः तदा पुष्पकम् तत् बैठकर नन्दि-ग्रामम् पहुँचे उसी दिन,,once more past history narrating accompanied by Sugriva then Pushpakam that having boarded to Nandigrama flew then
10.1.,नन्दि-ग्रामे जटाम् हित्वा भ्रातृभिः सहितः अनघः रामः सीताम् अनु-प्राप्य राज्यम् पुनः अवाप्तवान्,,नन्दि-ग्रामे जटा को त्यागकर भ्रातृभिः सहितः अनघः राम सीता को अनु-प्राप्त कर राज्य को फिर अवाप्तवान्,,at Nandigrama matted hair having disentangled with brothers accompanied the sinless shri Rama Sita having got back (his) kingdom once more regained
11.1.,प्रहृष्ट-मुदितः लोकः तुष्टः पुष्टः सु-धार्मिकः निरामयः हि अरोगः च दुर्भिक्ष-भय-वर्जितः 1.Aश्लोक,,प्रहृष्ट-मुदितः लोग सन्तुष्ट पुष्ट सु-धार्मिकः निरामयः तो शारीरिक रोग रहित और दुर्भिक्ष-भय-वर्जितः 1.Fश्लोक,,much delighted people cheerful or contended well-fed exceedingly pious free from mental agony positively free from bodily ailment and rid of famine and fear 1.Gश्लोक
2.1.,न पुत्र-मरणं केचित् द्रक्ष्यन्ति पुरुषः क्वचित् नार्यः च अविधवाः नित्यं भविष्यन्ति पति-व्रताः,,न पुत्र मरण कोई देखेगा पुरुष कहीं नारियाँ और अविधवा -- रहेगीं पतिव्रता,,nor death of (their) son or daughter any will witness men where women and not widows ever will be will be ever devoted to their husbands
3.1.,न च अग्नि-जम् भयम् किञ्चित् न अप्सु मज्जन्ति जन्तवः न वातजम् भयम् किञ्चित् न अपि ज्वर-कृतं तथा,,न और अग्नि से होने वाला भय कोई न जल में डूबते हैं प्राणी न वायु सम्बद्ध भय कोई न भी ज्वर से और,,nor and caused by fire fear any nor in water be drowned living beings nor caused by wind fear any nor also (fear) caused by fever and (other sacrifices)
4.1.,न च अपि क्षुद्-भयं तत्र न तस्कर-भयं तथा नगराणि च राष्ट्राणि धन-धान्य-युतानि च 93,,न और भी भूख का भय वहाँ न (राम राज्य में) न चोर का भय और नगर और प्रदेश सर्वसमृद्धिशाली और 93,,nor and also fear of starvation there nor the fear of thieves and cities and states (will be) full of riches and food grains and 93
5.1.,नित्यं प्र-मुदिताः सर्वे यथा कृत-युगे तथा अश्वमेध-शतैः इष्ट्वा तथा बहु-सुवर्णकैः 94,,हमेशा प्रसन्न सभी लोग जैसे सतयुग में वैसे सैकडों अश्वमेधों से यज्ञों को करके और प्रचुर सुवर्ण के उपयोग वाले 94,,ever extremely happy all as in Satyayuga - through hundreds of horse sacrifices having propitiated and (other sacrifices) involving the use of abundant gold 94
6.1.,गवां कोट्ययुतं दत्त्वा विद्वद्भ्यः विधि-पूर्वकम् असंख्येयं धनं दत्त्वा ब्राह्मणेभ्यः महा-यशाः 95,,गौओं के दस हजार करोड देकर विद्वानों (को) विधि विधान के अनुसार असंख्येय धन को देकर ब्राह्मणों (को) महान् यश वाले 95,,of cows billion having given on the learned bestowed with due ceremony uncountable riches having given Brahmins having great fame 95
7.1.,राज-वंशान् शत-गुणान् स्थापयिष्यति राघवः चातुर्वण्यं च लोके अस्मिन् स्वे-स्वे धर्मे नि-योक्ष्यति 96,,राजवंशों को सौ गुने स्थापित करेगा राम चारो वर्णों को और लोक में इस अपने अपने धर्म में लगाएगा 96,,to royal dynasties a hundred times will establish Sri Rama four grades of society and society in this their own duties will direct 96
8.1.,दश-वर्ष-सहस्राणि दश-वर्ष-शतानि च रामः राज्यम् उपासित्वा ब्रह्मलोकं प्र-यास्यति,,दश हजार वर्ष एक हजार वर्ष और राम राज्य (की) सेवा करके ब्रह्मलोक को जाएगा,,ten thousand years one thousand years and shri Rama (his) kingdom having served to Brahmaloka will ascend
9.1.,इदम् पवित्रम् पापघ्नम् पुण्यम् वैदैः च सम्मितम् यः पठेत् राम-चरितम् सर्व-पापैः प्र-मुच्यते,,यह राम का चरित पवित्र पापनाशक पुण्य वेदों से और सम्मत जो (व्यक्ति) पढे राम की कथा सभी पापों से मुक्त हो जाता है,,this(narrative story of Rama) capable of purifying capable of wiping out sins sacred as par with the Vedas and treated (he) who reads narrative of Sri Rama from all sins will be completely absolved
10.1.,एतत् आख्यानम् आयुष्यं पठन् रामायणं नरः स-पुत्र-पौत्रः स-गणः प्रेत्य स्वर्गे महीयते 99,,यह कथा को दीर्घायुष्य कारक पढता हुआ रामायण को मनुष्य पुत्र पौत्र के साथ अनुयायियों के साथ शरीर त्याग कर स्वर्ग लोक में पूजा जाता है 99,,this narrative conducive to longevity by reading (it) related to Rama a man along with his sons and grand-sons along with his followers and attendants having departed from this world in heaven be honoured 99
11.1.,पठन् द्विजः वाक् ऋषभत्वम् ईयात् स्यात् क्षत्रियः भूमि-पतित्वम् ईयात् वणिक् जनः पण्य-फलत्वम् ईयात् जनः च शूद्रः अपि महत्त्वम् ईयात्,,पढता हुआ ब्राह्मण वाक् चातुर्य प्राप्त करे यदि क्षत्रिय भूमि के स्वामित्व को प्राप्त करे वैश्य -- व्यापारलाभ प्राप्त करे व्यक्ति और शूद्र वर्ग का व्यक्ति भी महत्त्वम् प्राप्त करे,,by reading (it) a brahmin in eloquence fair to attain eminence may attain if a kshatriya lordship over the earth may attain a merchant person profit in trade may attain person and man belonging to Sudra class also to superiority may attain
