chpatno,slokano,sentno,Words,Sandhied Words,Hindi Meanings,English Meanings
02,017,1,,सः वराह-यूथानि पल्वल-उत्तीर्ण आवास वृक्ष-उन्मुख बर्हिणानि ययौ मृग-अध्यासित-शाद्वलानि श्याम अयमानानि वनानि पश्यन्,वह सुअर-समूह छोटातालाब-उत्तीर्ण आवास वृक्ष-उन्मुख बर्हिणों_को गया हिरन-हरा_भरे श्याम - वन देखता_हुआ,- - - - - - - - - - - -
02,018,1,,वपुषः आपीनः भार-उद्वहनं प्रयत्नात् गृष्टिः नरेन्द्रः च तपः-वन आवृत्ति-पथम् अञ्चिताभ्याम् अलंचक्रतुः गुरुत्वात् उभौ  गताभ्याम्,शरीर_से ण्थ्या_हुए उद्वहन-उठाने~को प्रयत्न_से गृष्टि नरेन्द्र_ने और तपः-वन आवृत्ति-पथ_को अन्च्2या_हुईं अलंकृत_किया - - -,- - - - - - - - - - - - - -
02,019,1,,वसिष्ठ धेनोः अनुया-इनम् तम् आवर्तम्-आनम् वन-अन्तात् वनिता,वसिष्ठ गाय_का अनुया-इन उस आवर्तम्-आन_को वन-अन्त_से मागेगा,- - - - - - -
02,019,2,,निमेष-अलस-पक्ष्म-पङ्क्तिः उपोषिताभ्याम् इव लोचनाभ्याम् पपौ,- रहे_हुए जैसे देखनों_से -,- - - - -
02,020,1,,धेनुः पार्थिवेन पुरस्कृताः वर्त्मनि प्रति-उद्गता पार्थिव-धर्म-पत्न्या सा दिन-क्षपा-मध्य-गता सन्ध्या इव रराज तत्-अन्तरे,गाय_ने पार्थिव_से पुरस्कृतों_को मार्ग_में प्रति-निकली_हुई पार्थिव-धर्म-पत्नी_के_द्वारा वह दिन-क्षपा-मध्य-गयी_हुई सन्ध्या जैसे राज्1_प्प्_स्क्या -,- - - - - - - - - - - -
02,026,1,,अन्येद्युरात्मानुचरस्य  - भावम् जिज्ञासमाना मुनिहोमधेनुः गङ्गाप्रपातान्तविरुढशष्पम् गौरीगुरोर्गह्वरमाविवेश - -,अगले_दिन आत्मन्_अ_ने भाव ध्_ज्ञा1_सन्ते_हुए मुनि-होम-गाय गङ्ग-अ-प्रपात-अम्-रुह्-घास श्वेत-गौरी-ई-गुरु_के गह्वर_को आ_विश्1_प्प्_स्क्या,- - - - - - - - -
02,027,1,,नृपेण मनसापि - - अलक्षिताभ्युत्पतनः सा सिंहः दुष्प्रधर्षा हिंस्रैरित्यद्रिशोभाप्रहितेक्षणेन - प्रसह्य किल ताम् चकर्ष,राजा_से मनसा भी अद्रि-शोभा न_देखी_गयी-अभ्युत्पतन उस सिंह दुष्प्रधर्षा_ने हानिकरों_से - प्र_षह्3_कर सफेद_होते_हुए - कृषि_की,- - - - - - - - - - - - - -
02,028,1,,तदीयमाक्रन्दितमार्तसाधोर्गुहानिबद्धप्रतिशब्ददीर्घम् - - गुहानिबद्धप्रतिशब्ददीर्घम् रश्मिष्विवादाय - - नगेन्द्रसक्तां निवर्तयामास नृपस्य दृष्टिम्,उसकी विलाप_करना पीडित - रश्मियों_में जैसे आङ्_कृष्2_अप्_स्क्या नग निवृत्त_हो_गयीं_हुईं राजा_की दृष्टि_को,- - - - - - - - - - -
02,029,1,,स पाटलायां गवि तस्थिवांसम् धनुर्धरः केसरिणं ददर्श अधित्य कायामिव - धातुमय्यां लोध्रद्रुमम्  सानुमतः प्रफुल्लम्,उस पाटला_में गाय_में रहे धनुर्धर_ने सिंह_को देखा रह_कर भूमि_में जैसे धातु लोध्र_वृक्ष पर्वत प्रफुल्ल_को,- - - - - - - - - - - - - -
02,030,1,,ततो नृपतिर्निषङ्गादुद्धर्तुमैच्छत्प्रभासभोद्धृतारिः मृगेन्द्रगामी शरं शरण्यः मृगेन्द्रस्य वध्यस्य वधाय - जाताभिषङ्गो - -,वहाँ_से राजा सिंह-गामिन्_ने बाण_की - सिंह_के मारने_योग्य_के वध_के_लिये इच्छा_की - - -,- - - - - - - - - - - -
02,032,1,,बाहुप्रतिष्टम्भविवृद्धमन्युरभ्यर्णमागस्कृतमस्पृशद्भिः राज्{पुं 3 एक}/राज्{ नपुं 3 एक}/राज् {स्त्री 3 एक}/राजन्{ पुं 1 एक} स्वतेजोभिरदह्यतान्तर्भोगीव मन्त्रौषधिरुद्धवीर्यः आगस्कृतम् अभ्यर्णम् - - अस्पृशद्भिः अदह्यतान्तर्भोगीरिव,क्रोध-विकसित - उसका क्रोध-विकसित आगः-निर्मित अभ्यर्ण_को - - - अस्2_प्प्_स्क्ता_है,मन्यु-विवृद्ध - - - - - - - - -
02,034,1,,अलं महीपाल तव श्रमेण (-),बस पृथ्वी के पालक तुम्हारे श्रम का प्रयोग  है,enough King! / Caretaker! your striving is
02,034,2,,प्रयुक्तमप्यस्त्रमितो - - - वृथा स्यात्,प्रयग मे लाया हुआ अस्त्र भी यहाँ से व्यर्थ है,Harnessed weapon also from here futile is
02,034,3,,पादपोन्मूलनशक्तिरंहः मारुतस्य शिलोच्चये न मूर्च्छति,पेढ उखाडने के बल का वेघ वायु का पर्वतों के संग्रह को नही  प्रभावित करना,tree uprooting force velocity Wind's into a mountain range cannot cave/ carve/penetrate
02,035,1,,कैलासगौरं वृषमारुरुक्षोः - पादार्पणानुग्रहपूतपृष्ठम् अवेहि मां किंकरमष्टमूर्तेः - कुम्भोदरं नाम निकुम्भमित्रम् (-),कैलास जैसे श्वेत बैल  चढने कि आशा रखनेवाले के पैरों की कृपा से प्राप्त है जिस्को पवित्र पीठ  जानो मुझे सेवक भगवान शिव का  कुम्भोदर नाम निकुम्भ के मित्र_को तुम,white as the Kailas mountain the bull of the one desirous of mounting with a snactified back due the grace of the feet know me the servant  of Shiva as Kumbodhara named friend of nikumbh you
02,036,1,,अमुं पुरः पश्यसि देवदारुं (-),अदस् पुरः देखते_हो देवदारु -,- - - - -
02,036,2,,असौ वृषभध्वजेन पुत्रीकृतः (-),अदस् शिव_से पुत्रीकृत है,- - - -
02,036,3,,यः हेमकुम्भस्तननिःसृतानां  स्कन्दस्य मातुः पयसां रसज्ञः (-),जो सुनहरी_घड्Zआ-स्तन पारे_की माता_के दूध_का स्वाद_का_जानकार है,- - - - - - -
02,037,1,,कण्डूयमानेन कटम् कदाचिद्वन्यद्विपेनोन्मथिता - - त्वगस्य -,खुरचना-मान चटाई_को कभी वन्य-द्विप_के_द्वारा उत्-मथी_हुई - त्वक्-इसकी,- - - - - - -
02,037,2,,अथैनमद्रेस्तनया - - - शुशोच सेनान्यमालीढमिवासुरास्त्रैः - - -,और - - अद्रेः-तनया_ने शोक_किया सेना_का_नायक_का आलीढ_को जैसे राक्षस-अस्त्रों_से,- - - - - - - - -
02,038,1,,तदाप्रभृत्येव - वनद्विपानां त्रासार्थमस्मिन्नहमद्रिकुक्षौ शूलभृता - सिंहत्वमङ्कागतसत्त्ववृत्ति विधाय  - - - व्यापारितः (-),तबप्रभृत हि वन-द्विपों_का डर-अर्थ_को शूल-भरण_करने_वाली पास-आये-गये-सत्व-वृत्ति  सिंह - इसमें अद्रि-कुक्षि_में मैं - हूँ,- - - - - - - - - - - - -
02,039,1,,परमेश्वरेण  प्रदिष्टकाला उपस्थिता - शोणितपारणा सुधेव  - क्षुधितस्य - मे तृप्त्यै तस्यालमेषा  (-) सुरद्विषश्चान्द्रमसी -,परम-ईश्वर_से - उपस्थित इस - सुधा जैसे क्षुधित_का - मेरी संतोष_को बस - - -,- - - - - - - - - - - - - - -
02,040,1,,स त्वम् निवर्तस्व विहाय लज्जाम् गुरोर्भवान्दर्शितशिष्यभक्तिः - -,वह तुम वापिस_आओ त्याग_कर लज्जा गुरु_की आप दर्शित,- - - - - - - -
02,040,2,,शस्त्रेण रक्ष्यम् यदशक्यरक्षम् - न तद्यशः - शस्त्रभृताम् क्षिणोति,शस्त्र_के_द्वारा - क्योंकि - नहीं उस यशः_को शस्त्र-भृतों_के ध्_क्षि2_प्प्_स्क्ता_है,- - - - - - - - -
02,041,1,,पुरुषाधिराजो इति मृगाधिराजस्य प्रगल्भम् वचो निशम्य प्रत्याहतास्त्रो गिरिशप्रभावादात्मन्यवज्ञां - - शिथिलीचकार,पुरुष_अधिराज ऐसा अधिराज्_का साहसी_को वचः_को सुनकर अस्त्र प्रभाव_से आत्मन्_अ_में अनादर_को ढीला कर,- - - - - - - - - - -
02,042,1,,प्रत्यब्रवीच्चैनमिषुप्रयोगे - तत्पूर्वभङ्गे - इषुप्रयोगे वितथप्रयत्नः जडीकृतस्त्र्यम्बकवीक्षणेन - वज्रम् मुमुक्षन्निव वज्रपाणिः - (-),ओर - ध्_ब्रू1_प्प्_स्क्या वह-पूर्व-भङ्ग_में बाण-प्रयोग_में वितथ-प्रयत्न निर्मित तीन-अम्बक-वीक्षण_से वज्र_को ध्_मुच्2_सन्ता_हुआ वज्र-हाथ जैसे वह,- - - - - - - - - - - - -
02,043,1,,संरुद्धचेष्टस्य मृगेन्द्र कामं हास्यं वचस्तद्यदहम् तत् यत् अहम् विवक्षुः (भवेत्),चेष्ट_का - - - वचः_को उसको - मैं - -,"- king of animals, Lion - - - - - - - -"
02,043,2,,अन्तर्गतम् प्राणभृताम् हि वेद - भवान्भावमतोऽभिधास्ये - - अभिधास्ये (-),- प्राण-भृतों_का - - - - भाव_को - प्रसिद्ध_करूँगा -,- - - - - - - - - -
02,044,1,,मान्यः स मे स्थावरजङ्गमानां सर्गस्थितिप्रत्यवहारहेतुः (-),"आदरणीय वह मेरे_लिये अचल-जङ्गमाओं_का उत्पत्ति, स्थिति और प्रलय के कारण है",- - - - - -
02,044,2,,- - - गुरोरपीदं - धनमाहिताग्नेर्नश्यत्पुरस्तादनुपेक्षणीयम्  - - -,पर सामने नष्ट  होता हुआ  अग्निहोत्री गुरु  का यह धन भी  अनुपेक्षणीय है,- - - - - - - - -
02,045,1,,स त्वं मदीयेन देहेन शरीरवृत्तिं  निर्वर्तयितुं प्रसीद,वह तुम मेरे शरीर_से अपने शरीर वृत्ति   का निर्वाह करने की  कृपा करे,- - - - - - -
02,045,2,,दिनावसानोत्सुकबालवत्सा  महर्षेः - धेनुरियं (-) विसृज्यतां,उत्सुक है छोटा बछड़ा जिसका  महर्षि_की यह गाय तुमसे  छोड़ दी  जाए,- - - - - -
02,046,1,,अथान्धकारं - (सः) (मृगेन्द्रः) गिरिगह्वराणां (गतवान्) - दंष्ट्रामयूखैः शकलानि कुर्वन्,और पार्श्ववर्ति-सेवक वह सिंह गिरेः-गह्वराओं_के गया अन्ध बड्Zआ_दाँत-मयूखों_से शकलों_को करता_हुआ,- - - - - - - - - -
02,046,2,,किंचिद्विहस्यार्थपतिं - - भूयः बभाषे (-),कुछ हँस_कर कुबेर बहुत बोला वह,- - - - - -
02,047,1,,एकातपत्रं जगतः प्रभुत्वं नवं वयः कान्तमिदं - वपुश्च - (अस्ति),एक-आतपत्र विश्व_का  प्रभुत्व नव आयु चाहा_हुआ यह शरीर और है,- - - - - - - - - -
02,047,2,,हेतोर्बहु अल्पस्य - हातुमिच्छन्विचारमूढः - त्वम् - मे प्रतिभासि,बहुत कम_का हेतु_से त्यागने~की इच्छा_करता_हुआ तुम मूर्ख मेरे_लिये चमकते_हो,- - - - - - - - -
02,048,1,,तव भूतानुकम्पा (-) चेदियं  त्वदन्ते  (-) - - गौरेका  - भवेत्स्वस्तिमती,तुम्हारी दया है तो त्वत्-अन्त_में विद्यमान_में - एक गाय जी_हुई हो,- - - - - - - - - - -
02,048,2,,प्रजानाथ जीवन्पुनः - पितेव - प्रजाः - शश्वदुपप्लवेभ्यः पासि (-),प्रजा-नाथ जीता_हुआ फिर पिता जैसे प्रजा_की विघ्नों_में सतत रक्षा_करते_हो तुम,- - - - - - - - - -
02,049,1,,अथैकधेनोरपराधचण्डाद्गुरोः (-) - - कृशानुप्रतिमाद्बिभेषि  - -,और तुम एक-धेनु अपराध आग-प्रतिमा_है_जो_उस गुरु_से डरते_हो,- - - - - - -
02,049,2,,- मन्युर्भवता गाः स्पर्शयता - विनेतुम् शक्योऽस्य (-) कोटिशः घटोध्नीः,इसका क्रोध गायें ध्_यम्2ते_हुए आपके_द्वारा ण्थ्ने~के_लिये शक्य ध्_अस्2_प्प्_स्क्ता_है - -,- - - - - - - - - -
02,050,1,,तद्रक्ष - कल्याणपरम्पराणां भोक्तारमूर्जस्वलमात्मदेहम् - - (-),तत् रक्षा_करो कल्याण-परम्पराओं_का - - आत्म-शरीर -,- - - - - - -
02,050,2,,महीतलस्पर्शनमात्रभिन्नमृद्धं - हि राज्यं पदमैन्द्रमाहुः - -,पृथ्वी-बाहू-छूना-मात्र-भिन्न बढा_हुआ हि राज्य पैर_को ऐन्द्र_को कहते_हैं,- - - - - - -
02,051,1,,अस्य प्रतिस्वनेन शिलोच्चयः अपि प्रीत्या तम् एव अर्थम् क्षितिपालमुच्चैः अभाषत मृगेन्द्रे एतावत् उक्त्वा विरते (भवति),इसके प्रतिस्वन_से पहाड़ भी प्रसन्नता_से उस ही अर्थ_को क्षितिपालम्-उच्चों_से बोला सिंह_में एते_वत् बोल_कर रुका_हुए_में होता_है,- - - - - - - - - - - - - - -
02,052,1,,देवानुचरस्य वाचम् निशम्य मनुष्यदेवः पुनरप्युवाच - -,देव-सेवक_का वाणी सुन_कर मनुश्य-देव - - बोला,- - - - - - -
02,052,2,,धेन्वा तदध्यासितकातराक्ष्या निरीक्ष्यमाणः सुतरां दयालुः (अस्ति),गाय_से - - अधिक दयालु हैं,- - - - - -
02,053,1,,(-) क्षतात्किल - त्रायते इत्युदग्रः क्षत्रस्य - शब्दः भुवनेषु रूढः (अस्ति),- क्षीन_से - पालन_करता_है - क्षत्र_का उदग्र शब्द भुवनों_में उगा_हुआ है,- - - - - - - - - - -
02,054,1,,महर्षेर्विश्राणनाच्चान्यपयस्विनीनाम्  - - - - कथं नु  शक्योऽनुनयो (-),महर्षि_की प्रार्थना भी अन्य-पयस्विनियों_के प्रदान_करने_से कैसे नु - होती_है,- - - - - - - - -
02,054,2,,(त्वं) इमामनूनां सुरभेरवेहि  - -,तुम यह सुगंध_से अन्-ऊना जानो,- - - - -
02,054,3,,- त्वयाऽस्याम्  प्रहृतं तु रुद्रौजसा (-),तलवार_में तुम्हारे_द्वारा प्रहार_किया_हुआ तो भयानक-ओजस्_से हुआ,- - - - - -
02,055,1,,सेयं  - मया स्वदेहार्पणनिष्क्रयेण भवत्तः  मोचयितुं न्याय्या (-),वह यह मुझसे अपना-शरीर-अर्पण-निष्क्रय आपसे  छोडने~के_लिये - अस्2_प्प्_स्क्ती_है,- - - - - - - -
02,055,2,,- (-) तवैवं पारणा - न स्याद्विहता,ऐसा सज्जन_में तुम्हारी पार_ले_जाने_वाली - नहीं हो,- - - - - - -
02,055,3,,मुनेः क्रियार्थः  - - भवेदलुप्तश्च,मुनि_का क्रिया-अर्थ भी अ-चाहा_हुआ हो,- - - - -
02,056,1,,- देवदारौ महान्हि यत्नस्तव (-) -,तुम्हारे देवदारु_में महान् प्रयत्न है -,- - - - - -
02,056,2,,परवानवैति भवानपीदं - - -,पर आप भी यह जानता_है,- - - - -
02,056,3,,रक्ष्यम् विनाश्य हि स्वयमक्षतेन - नियोक्तुर्न - स्थातुम् - शक्यमग्रे (-),- - हि खुद अक्षत_से - आगे - नहीं - है,- - - - - - - - - - -
02,057,1,,किमप्यहिंस्यस्तव - - - - - (-) चेन्मतोऽहं यशःशरीरे मे दयालुः भव,क्या मैं भी तुम्हारा चिन्तित अ-जो_क्षतिग्रस्त_किया_जा_सके अस्2_प्प्_स्क्ता_है - - - - -,- - - - - - - - - - - -
02,057,2,,मद्विधानां एकान्तविध्वंसिषु भौतिकेषु पिण्डेष्वनास्था - (-) खलु,मत्-विधाओं_के एकान्त-बरबाद_होने_वाले भौतिक_में पिण्डों_में अनास्था है अवश्य,- - - - - - -
02,058,1,,सम्बन्धं आभाषण-पूर्वं (भवति) (इति) आहुः (विद्वांसः),संबंध पूर्व_को आपमें ऐसा कहते_हैं विद्वान्,- - - - - -
02,059,1,,तथेति - गामुक्तवते - हरये सद्यः प्रतिष्टम्भविमुक्तबाहुः  स दिलीपः न्यस्तशस्त्रो स्वदेहमुपानयत्पिण्डमिवामिषस्य - - - -,वैसे ऐसा गाय बोला हरि_के_लिये उसी_दिन प्रतिष्टम्भ-आजाद-भुजा उस दिलीप नि-शस्त्र_ने अपना-शरीर_को आमिष_के पिण्ड_को जैसे उप_आङ्_णी1_प्प्_स्क्या,- - - - - - - - - - - - - - -
02,060,1,,तस्मिन्क्षणे  - प्रजानाम् पालयितुः - सिंहनिपातमुग्रम्  उत्पश्यतः  विद्याधरहस्तमुक्ता पुष्पवृष्टिः अवाङ्मुखस्योपरि उपरि पपात,उस क्षण_में प्रजा_का पालक क्रूर सिंह-निपात_को उत्_दृश्1_प्प्_स्क्ता_है विद्या-धर-हाथ-ध्_मुच्2या_हुईं पुष्प-बारीश_ने अवाच्-मुख_के ऊपर ध्_पत्1_प्प्_स्क्या,- - - - - - - - - - - -
02,061,1,,उत्तिष्ठ वत्सेत्यमृतायमानं - - वचो - निशम्योत्थितमुत्थितः - - - - गामग्रतः स्वाम् जननीमिव - ददर्श -,- - - - - - - - उठे_हुए सज्जन_ने अग्र गाय_को स्व जनन_को जैसे ध्_दृश्1_प्प्_स्क्या -,- - - - - - - - - - - - - - - - -
02,061,2,,(ददर्श) न सिंहं,ध्_दृश्1_प्प्_स्क्या नहीं सिंह_को,- - -
02,062,1,,तम् विस्मितम् धेनुः उवाच,उस वि_ष्मि1या_हुआ गाय_ने ध्_वच्1_प्प्_स्क्या,- - - -
02,062,2,,साधो मायां मया कृत्वा परीक्षितः असि,साधु माया मुझसे करके परीक्षा_की_हुई हो,- - - - - -
02,062,3,,ऋषिप्रभावात् मयि नान्तकोपि - - प्रभुः प्रहर्तुम् किम् उत अन्यहिंस्राः (-),प्रभाव_से मुझमें नहीं घातक भी प्रभु प्रहार_करने~के_लिये क्या अथवा अन्य- है,- - - - - - - - - - -
02,063,1,,भक्त्या गुरौ मयि अनुकम्पया च प्रीता अस्मि,भक्ति_के भारी मुझमें कृपा_के_द्वारा भी प्रसन्न ध्_अस्2_प्प्_स्क्ता_हूँ,- - - - - - -
02,063,2,,ते पुत्र वरम् वृणीष्व (-),तुम्हारा पुत्र श्रेष्ठ पसन्द_करो -,- - - - -
02,063,3,,न केवलानाम् पयसाम् प्रसूतिम् अवेहि,नहीं केवलों_का दूध_की जन्म_देना_को जानो,- - - - -
02,063,4,,माम् कामदुघाम् प्रसन्नाम् (-),मुझे काम-दुघ प्र_षद्1या_हुए जानो,- - - -
02,064,1,,ततः समानीय स अर्थी हस्तौ स्वहस्तअर्जितवीरशब्दः वंशस्य कर्तारमनन्तकीर्तिम्  - सुदक्षिणायाम् तनयम् ययाचे,तद् ला_कर वह मन्-याचक - अपना-हाथ-ऋज्-ऋज्-वीर-शब्द वंश_के कर्ता अनन्त-कीर्ति_को सुदक्षिण_में पुत्र_से ध्_याच्1_अप्_स्क्या,- - - - - पूर्वपदानि स्वहस्तअर्जित not been shown in the graph by the engine - - - - - -
02,065,1,,सा पयस्विनी सन्तानकामाय राज्ञे वरम् प्रतिश्रुत्य तथेति - पुत्रोपभुङ्क्ष्विति मदीयम् पयः दुग्ध्वा पत्रपुटे - - तमादिदेश  -,उस गाय_ने पुत्र-पुत्री-काम राजा_को श्रेष्ठ_को ध्_यम्2_प्प्_स्क्या वैसे ऐसा पुत्र मेरे पयः_को ध्_दुह्2_कर पत्त्र-पुटों_को ध्_पा1_प्प्_स्क्यें ऐसा उसको आ_दिश्1_प्प्_स्क्या,- धेनुः used in place of पयस्विनी - - वरम् in place of कामम् - - - - - - - - - - - -
02,066,1,,वत्सस्य होमार्थविधेश्च - शेषमृषेरनुज्ञामधिगम्य - - - मातः तवोपभोक्तुं औधस्यमिच्छामि रक्षितायाः - षष्ठांशमुर्व्या इव - - (-),पुत्र_का होम-अर्थ-विधि_का और शेष ऋषि_की अनुज्ञा प्राप्त_हो_कर माता तुम्हारे ऊधस्य_को रक्षित भूमि_के छठाँ_अंश_को जैसे टेढा_होने~की इच्छा_करता_हूँ -,Calf's (share or drink) requisite quantity for sacrificial rite and remaining of the sage permission having obtained O Mother your milk of the udder well guarded the earth sixth part of like  OR in persuance of the custom to have / drink would like to have -
02,067,1,,इत्थम् क्षितीशेन - वसिष्ठधेनुर्विज्ञापिता प्रीततरा बभूव,इस_प्रकार क्षितीश_से जनाया_हुआ वसिष्ठ-गाय_ने प्रसन्न_करना- ध्_भू1_प्प्_स्क्या,With this lord of the earth humble request Vasistha's cow pleased became
02,067,2,,तदन्विता हैमवताच्च कुक्षेः - - प्रत्याययावाश्रममश्रमेण -,तत्-अन्वितायें बर्फीले_से कुक्षि_के आश्रम_को अ-श्रम_से आया और,with or followed by the icy mountain  valley of hermitage without fatigue returned and
02,068,1,,तस्याः प्रसन्नेन्दुमुखः प्रसादं - - गुरवे निवेद्य प्रहर्षचिह्नानुमितम् प्रियायै शशंस वाचा पुनरुक्ति एव,उसका चन्द्रकें समान खिला हुआ चेहेरा प्रसाद_को मे सर्वश्रेष्ठ राजाओं गुरु_को - अत्यधिक_हर्ष-चिह्न-ण्थ्या_हुआ प्रिय_के_लिये ध्_शन्स्1_प्प्_स्क्या वाणी_के_द्वारा फिर_कहा_हुवे_ने  ही,"her happy moon-face, face like the moon brightness of which among the gurus among kings - to the gurus was an offering conjectured/guessed/inferred by the sign of rapture unto the beloved, feminine dative singular stem: priya praising by words again certainly"
02,069,1,,पपौ वसिष्ठेन कृताभ्यनुज्ञः शुभ्रं यशो मूर्तमिवातितृष्णः - - स नन्दिनीस्तन्यमनिन्दितात्मा  - सद्वत्सलः वत्सहुतावशेषम्,पिया वसिष्ठ_से आज्ञा लेने के पश्चात् बेदाग​ कीर्ति/ख्याति मानो प्यास मूर्तिमान् होकर​ - - वह नन्दिनी का दूध जिस पर कोई कलङ्क न हो ऐसा व्यक्ति को कल्याण कारी व्यक्ति है बचाने के पश्चात्,drank by Vasishta having been permitted spotless fame being one who is extremely thirsty as though it was embodied - - He (Dilipa) the milk of Nandini one of unblemished character one who is kind that which was remaining after
02,070,1,,प्रातर्यथोक्तव्रतपारणान्ते - - प्रास्थानिकं स्वस्त्ययनम् प्रयुज्य तौ दंपती स्वां प्रति राजधानीं प्रस्थापयामास वशी वसिष्ठः,प्रातरि-अथ-तुम्हारे - - प्रास्थानिक_को स्वस्ति-मार्ग - वे पति_और_पत्नी स्वयं_की ओर राजधानी_को विद्यमान_की जिसने_वश_कर_लिया_है_वह वसिष्ठ,"Muni Vasistha after concluding   - - ceremony of the aforesaid fasting  vows, dismissed the royal  couple to return to their capital After concluding the vows sage Vasistha pronounced on them auspicious blessings and asked them to depart to their capital - - - - -"
02,071,1,,प्रदक्षिणीकृत्य हुतं हुताशमनन्तरं - भर्तुररुन्धतीं - च धेनुं सवत्सां च नृपः प्रतस्थे सन्मङ्गलोदग्रतरप्रभावः -,ण्थ्_कर जिसे_आहुति_दी_जाये_को अग्नि के बाद - भर्तु मुनी और अरुन्धतीं के साथ् - और वसिष्ठ मन्त्र प्रभाव_से आकाश पृथ्वी - धरों_में,"After going around the satiated fire, the Sage, Arundhati, the cow and the calf, the King whose power has now  - become more invincible by the rites - performed at his departure set out  Then, after doing parikram to the cow and calf  and whose  power has made him more invincible  than before, by thye auspicious rites performed at the departure - set out on his journey."
02,072,1,,स सहिष्णुः धर्मपत्नीसहितः श्रोत्राभिरामध्वनिना अनुद्धतसुखेन रथेन स्वेनेव  पूर्णेन मनोरथेन - मार्गं ययावनुद्घातसुखेन,वह सहिष्णु धर्म-पत्नी-साथ ध्वनि_से सुख रथ_से स्व_ पूर्ण मनोरथ_से जैसे मार्ग_को गया,- - - - - - - - - - - -
02,073,1,,- - प्रजार्थव्रतकर्शिताङ्गम् - तमाहितौत्सुक्यमदर्शनेन  प्रजाः तृप्तिम् नेत्रैः - नाथमिवौषधीनाम् - पपुस्तृप्तिमनाप्नुवद्भिर्नवोदयं  -,अदर्शन_से औत्सुक्य - नव-उदय उस प्र संतोष नेत्रों_से औषधियों_की नाथ_को जैसे पिये -,- - - - - - - - - - - - -
02,074,1,,पुरन्दरश्रीः स पौरैरभिनन्द्यमानः - पुरमुत्पताकं  प्रविश्य भुजगेन्द्रसमानसारे भूजे भूमेधुरमाससञ्ज - भूयः - -,श्री उसने नागरिकों_से अभि- पुर_को आ_कर - भू_में भूमेः-धुर - बहुत षन्ज्1_प्प्_स्क्या -,- - - - - - - - - - - - -
02,075,1,,अथ द्यौः अत्रेः नयन-सम-उत्थं ज्योतिरत्रेरिव इव ऐशम् तेजः इव राज्ञी कुल-भूत्यै गुरुभिः लोक-पाल-अनुभावैः अभि-निविष्टं गर्भम् आधत्त सुर-सरिदिव वह्नि-निष्ठ्यूतम् (-) (-),और द्यो अत्रि_से - ज्योति जैसे ऐश_को तेज जैसे रानी कुल-कल्याण_को गुरुओं_से लोक-पाल-अनुभावों_से - रखा देव-नदी जैसे आग- देव-नदी देव-नदी,- - - - - - - - - - - - - - - - - - - -
03,001,1,,अथेप्सितं - - भर्तुरुपस्थितोदयं सुदक्षिणा दौहृदलक्षणम् दधौ सखीजनोद्वीक्षणकौमुदीमुखम् निदानमिक्ष्वाकुकुलस्य - सन्ततेः,और - - ईप्सितम्-स्वामी_की सुदक्षिणा दौहृद-लक्षण धारण किया - - इक्ष्वाकु-कुल_की पालन_की,- - - - - signs of pregnancy bore - - - -
03,002,1,,मुखेन सालक्ष्यत - शरीरसादादसमग्रभूषणा - लोध्रपाण्डुना तनुप्रकाशेन विचेयतारका प्रभातकल्पा शशिनेव - शर्वरी,मुख_के_द्वारा वह चिखह्न_की_गयी - - - - - - चांद - रात,face she appeared/looked - - white like Lodhra flowers thin light very few stars approaching dawn moon like night
03,003,1,,तदाननम् मृद्सुरभि क्षितीश्वरः रहस्युपाघ्राय - न तृप्तिमाययौ - शुचिव्यपाये पयोमुचां पृषतैः सिक्तम् वनराजिपल्वलम् करीव - (-),वह-मुख_को मिट्टी-सुरभि_को पृथ्वी-क्षिति2- एकान्त_में - नहीं संतोष_को आया स्वच्छ-वी-अपाय_में मुचों_के पृषतों_से छिड़का_गया वन-धारी-प-प2-लू_को हाथी जैसे -,- - - - - - - - - - - - - - - -
03,004,1,,दिवम् मरुत्वानिव इव भोक्ष्यते भुवम् दिगन्तविश्रान्तरथो हि तत्सुतः (इव),स्वर्ग_को इन्द्र जैसे भोगा जाता है भुव_को अन्त-श्रम्-रथ हि - जैसे,- - - - - - - - -
03,004,2,,अतोऽभिलाषे प्रथमम् सा तथाविधे - - - मनः बबन्धान्यरसान्विलङ्घ्य,अतः प्रथम_को उसने तथा-विधि अभिलाषा_में अन्य-रसों_को - मनः_को ध्_बन्ध्1_प्प्_स्क्या,- - - - - - - - -
03,005,1,,मागधीः ह्रिया किञ्चिदीप्सितं  न मे शंसति,मागधी लज्जा_से चाहना_की नहीं मुझे प्रशंसा_करती_है,- - - - - -
03,005,2,,केषु वस्तुषु मागधी स्पृहावती (-) - - - - प्रियासखीरुत्तरकोसलेश्वरः  पृच्छत्यनुवेलमादृतः स्म,- - - - - - - आदृत उत्तर-कोसल-ईश्वर प्रियायाः-सहेलियाँ पूछता_था -,- - - - - - - - - - - -
03,006,1,,सा दोहददुःखशीलतां  उपेत्य यदेव वव्रे तदपश्यदाहृतम् - - - (-),उसने दोहद-दुःखशील_के पास_जा_कर जिसको पसन्द_की वह - - करवाया_हुआ अस्2_प्प्_स्क्या,- - - - - - - - - -
